年月日,観客数,試合時間,年,月,日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),月別平均観客数,日別平均観客数,勝敗_○,勝敗_●,直前試合の勝敗_○,直前試合の勝敗_●,対戦相手_オリックス,対戦相手_ソフトバンク,対戦相手_ヤクルト,対戦相手_ロッテ,対戦相手_中日,対戦相手_巨人,対戦相手_広島,対戦相手_日本ハム,対戦相手_楽天,対戦相手_阪神,先発投手_今井,先発投手_十亀,先発投手_多和田,先発投手_岸,先発投手_帆足,先発投手_涌井,先発投手_牧田,先発投手_石井一,先発投手_菊池,先発投手_西口,先発投手_野上,球場_大宮,球場_新潟,球場_東京ドーム,球場_皇子山,球場_県営大宮,球場_西武ドーム,球場_那覇,曜日_日,曜日_月,曜日_木,曜日_水,曜日_火,曜日_金
2018/9/8,30031,257,2018,9,8,2.5,26.9,9,13,22,-4,10,4,14,6,20473.55,17143.54,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/9/9,29940,203,2018,9,9,1.5,25.7,6,2,8,4,9,13,22,-4,20473.55,18510.93,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/9/14,24480,154,2018,9,14,8.0,20.7,10,5,15,5,6,2,8,4,20473.55,20046.41,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/9/15,30264,236,2018,9,15,11.5,20.3,11,5,16,6,10,5,15,5,20473.55,21160.21,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/9/16,30902,220,2018,9,16,0.0,22.7,8,5,13,3,11,5,16,6,20473.55,20196.04,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/9/17,31646,210,2018,9,17,0.5,23.9,8,1,9,7,8,5,13,3,20473.55,20806.97,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2018/9/18,25075,193,2018,9,18,0.0,23.5,7,4,11,3,8,1,9,7,20473.55,19713.64,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/9/19,25978,194,2018,9,19,0.5,21.6,12,4,16,8,7,4,11,3,20473.55,19628.91,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/9/27,25672,218,2018,9,27,22.5,15.4,7,5,12,2,12,4,16,8,20473.55,21138.49,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/9/28,26042,178,2018,9,28,0.0,19.5,5,3,8,2,7,5,12,2,20473.55,20998.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/9/29,31577,198,2018,9,29,11.0,17.5,1,3,4,-2,5,3,8,2,20473.55,22562.68,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/2,27102,218,2019,4,2,0.0,6.0,7,4,11,3,1,3,4,-2,17693.64,20570.03,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/4/3,24902,183,2019,4,3,0.0,6.5,9,3,12,6,7,4,11,3,17693.64,21970.81,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/4/4,24480,180,2019,4,4,0.0,9.0,8,6,14,2,9,3,12,6,17693.64,22697.37,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/4/9,16355,225,2019,4,9,0.0,9.1,6,7,13,-1,8,6,14,2,17693.64,18510.93,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019/4/10,12956,206,2019,4,10,24.5,3.5,5,7,12,-2,6,7,13,-1,17693.64,17777.52,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/4/12,11914,181,2019,4,12,0.0,8.3,1,0,1,1,5,7,12,-2,17693.64,20345.97,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/4/13,24230,194,2019,4,13,0.0,10.8,3,10,13,-7,1,0,1,1,17693.64,19970.56,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/14,30893,192,2019,4,14,0.0,13.0,11,3,14,8,3,10,13,-7,17693.64,20046.41,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/4/19,18483,205,2019,4,19,0.0,16.7,0,2,2,-2,11,3,14,8,17693.64,19628.91,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/4/20,27561,221,2019,4,20,0.0,13.7,6,4,10,2,0,2,2,-2,17693.64,20765.17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/21,28274,222,2019,4,21,0.0,15.9,5,16,21,-11,6,4,10,2,17693.64,20805.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/5/1,30650,213,2019,5,1,14.0,17.0,2,7,9,-5,5,16,21,-11,22741.88,22001.45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/5/2,31336,163,2019,5,2,0.5,17.2,5,3,8,2,2,7,9,-5,22741.88,20570.03,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/5/3,30474,194,2019,5,3,0.0,17.1,3,10,13,-7,5,3,8,2,22741.88,21970.81,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/5/4,30232,265,2019,5,4,9.5,16.2,7,6,13,1,3,10,13,-7,22741.88,22697.37,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/5/5,30278,147,2019,5,5,0.0,17.1,4,0,4,4,7,6,13,1,22741.88,23356.53,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/5/6,28885,214,2019,5,6,0.0,17.2,4,8,12,-4,4,0,4,4,22741.88,19710.77,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/5/8,14507,198,2019,5,8,0.0,15.0,1,12,13,-11,4,8,12,-4,22741.88,17143.54,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/5/9,17235,250,2019,5,9,0.0,16.3,4,5,9,-1,1,12,13,-11,22741.88,18510.93,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019/5/21,16745,242,2019,5,21,96.5,18.4,7,6,13,1,4,5,9,-1,22741.88,20805.45,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019/5/22,17872,220,2019,5,22,0.0,18.3,7,3,10,4,7,6,13,1,22741.88,19673.16,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2019/5/24,26704,197,2019,5,24,0.0,21.4,10,5,15,5,7,3,10,4,22741.88,18457.52,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/5/25,30814,198,2019,5,25,0.0,23.0,7,5,12,2,10,5,15,5,22741.88,19019.58,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/5/26,28451,232,2019,5,26,0.0,23.9,5,6,11,-1,7,5,12,2,22741.88,19753.74,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/6/4,25934,264,2019,6,4,0.0,21.5,5,4,9,1,5,6,11,-1,22359.4,22697.37,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/6/5,26831,203,2019,6,5,0.0,21.4,1,9,10,-8,5,4,9,1,22359.4,23356.53,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/6/6,26163,179,2019,6,6,0.0,24.9,9,2,11,7,1,9,10,-8,22359.4,19710.77,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/6/11,26552,158,2019,6,11,5.0,17.9,4,0,4,4,9,2,11,7,22359.4,21121.18,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/6/12,27066,194,2019,6,12,1.5,17.6,4,9,13,-5,4,0,4,4,22359.4,20345.97,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/6/13,26037,185,2019,6,13,0.0,19.9,2,8,10,-6,4,9,13,-5,22359.4,19970.56,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/6/14,25940,167,2019,6,14,0.0,21.1,11,1,12,10,2,8,10,-6,22359.4,20046.41,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/6/15,30264,188,2019,6,15,56.5,16.3,5,6,11,-1,11,1,12,10,22359.4,21160.21,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/6/16,30654,204,2019,6,16,8.0,22.2,10,6,16,4,5,6,11,-1,22359.4,20196.04,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/6/28,18957,166,2019,6,28,32.0,24.5,0,4,4,-4,10,6,16,4,22359.4,20998.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/6/29,28811,189,2019,6,29,11.5,19.5,7,0,7,7,0,4,4,-4,22359.4,22562.68,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/6/30,31187,236,2019,6,30,4.5,21.3,11,3,14,8,7,0,7,7,22359.4,21898.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/7/15,29640,209,2019,7,15,18.0,20.4,5,6,11,-1,11,3,14,8,19106.44,21160.21,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/7/16,18783,188,2019,7,16,28.5,20.1,5,1,6,4,5,6,11,-1,19106.44,20196.04,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/7/17,20519,174,2019,7,17,0.0,23.5,4,3,7,1,5,1,6,4,19106.44,20806.97,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/7/19,26912,239,2019,7,19,3.5,25.4,5,4,9,1,4,3,7,1,19106.44,19628.91,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/7/20,30200,173,2019,7,20,0.0,25.7,1,3,4,-2,5,4,9,1,19106.44,20765.17,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/7/21,30097,179,2019,7,21,1.0,24.4,10,3,13,7,1,3,4,-2,19106.44,20805.45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/7/26,25718,239,2019,7,26,13.0,26.8,7,12,19,-5,10,3,13,7,19106.44,19753.74,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/7/27,30668,257,2019,7,27,21.0,27.5,6,10,16,-4,7,12,19,-5,19106.44,21138.49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/7/28,30325,250,2019,7,28,14.5,27.6,8,7,15,1,6,10,16,-4,19106.44,20998.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/7/30,23972,214,2019,7,30,0.0,29.0,5,2,7,3,8,7,15,1,19106.44,21898.1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/7/31,25795,206,2019,7,31,0.0,29.9,2,0,2,2,5,2,7,3,19106.44,21679.45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/8/1,22681,253,2019,8,1,12.0,29.1,10,11,21,-1,2,0,2,2,20720.23,22001.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/8/6,27017,182,2019,8,6,0.0,29.3,0,10,10,-10,10,11,21,-1,20720.23,19710.77,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/8/7,23463,204,2019,8,7,0.0,29.4,4,3,7,1,0,10,10,-10,20720.23,18786.29,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/8/8,17910,302,2019,8,8,0.0,29.3,7,11,18,-4,4,3,7,1,20720.23,17143.54,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019/8/13,24748,209,2019,8,13,0.0,28.0,11,4,15,7,7,11,18,-4,20720.23,19970.56,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/8/14,23466,191,2019,8,14,16.0,27.6,8,7,15,1,11,4,15,7,20720.23,20046.41,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/8/15,23833,233,2019,8,15,9.5,27.5,8,20,28,-12,8,7,15,1,20720.23,21160.21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/8/20,19138,188,2019,8,20,27.0,24.9,4,2,6,2,8,20,28,-12,20720.23,20765.17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019/8/21,17694,208,2019,8,21,1.0,25.7,11,6,17,5,4,2,6,2,20720.23,20805.45,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/8/22,16810,209,2019,8,22,0.5,24.7,3,5,8,-2,11,6,17,5,20720.23,19673.16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/8/23,22767,216,2019,8,23,5.0,25.0,8,6,14,2,3,5,8,-2,20720.23,21263.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/8/24,25869,258,2019,8,24,0.5,26.4,6,5,11,1,8,6,14,2,20720.23,18457.52,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/8/25,29497,199,2019,8,25,3.5,25.1,2,14,16,-12,6,5,11,1,20720.23,19019.58,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/8/30,24460,189,2019,8,30,11.5,24.4,4,2,6,2,2,14,16,-12,20720.23,21898.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/8/31,30531,217,2019,8,31,0.0,26.2,10,5,15,5,4,2,6,2,20720.23,21679.45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/9/1,29217,200,2019,9,1,0.0,26.6,1,4,5,-3,10,5,15,5,20473.55,22001.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/9/11,28574,173,2019,9,11,17.5,26.3,4,1,5,3,1,4,5,-3,20473.55,21121.18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/9/12,24660,205,2019,9,12,0.0,24.5,2,3,5,-1,4,1,5,3,20473.55,20345.97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/9/13,23314,178,2019,9,13,0.0,21.1,6,1,7,5,2,3,5,-1,20473.55,19970.56,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019/9/14,31024,220,2019,9,14,0.0,20.5,4,3,7,1,6,1,7,5,20473.55,20046.41,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/9/15,30038,270,2019,9,15,0.0,24.5,6,5,11,1,4,3,7,1,20473.55,21160.21,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019/9/16,29676,211,2019,9,16,16.0,23.3,3,9,12,-6,6,5,11,1,20473.55,20196.04,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/9/18,24674,155,2019,9,18,6.0,20.8,5,0,5,5,3,9,12,-6,20473.55,19713.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019/9/19,24118,163,2019,9,19,0.0,21.3,2,0,2,2,5,0,5,5,20473.55,19628.91,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019/9/20,27982,197,2019,9,20,0.0,21.9,5,3,8,2,2,0,2,2,20473.55,20765.17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/7/21,4811,184,2020,7,21,2.5,24.2,8,3,11,5,5,3,8,2,19106.44,20805.45,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/7/22,4806,195,2020,7,22,43.5,25.7,1,2,3,-1,8,3,11,5,19106.44,19673.16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/7/23,4812,170,2020,7,23,35.0,22.0,3,2,5,1,1,2,3,-1,19106.44,21263.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/7/24,4825,150,2020,7,24,1.5,23.5,3,2,5,1,3,2,5,1,19106.44,18457.52,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/7/25,4811,179,2020,7,25,53.5,23.2,0,5,5,-5,3,2,5,1,19106.44,19019.58,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/7/26,4816,181,2020,7,26,27.0,23.5,4,2,6,2,0,5,5,-5,19106.44,19753.74,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020/8/11,4715,199,2020,8,11,0.0,31.2,5,7,12,-2,4,2,6,2,20720.23,21121.18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/8/12,4670,197,2020,8,12,4.0,28.3,2,6,8,-4,5,7,12,-2,20720.23,20345.97,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/8/13,4718,225,2020,8,13,0.5,28.7,4,7,11,-3,2,6,8,-4,20720.23,19970.56,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/8/14,4681,226,2020,8,14,0.0,28.7,13,8,21,5,4,7,11,-3,20720.23,20046.41,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/8/15,4677,193,2020,8,15,0.0,30.2,3,3,6,0,13,8,21,5,20720.23,21160.21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/8/16,4659,216,2020,8,16,0.0,30.6,11,1,12,10,3,3,6,0,20720.23,20196.04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020/8/25,4635,230,2020,8,25,0.0,27.3,3,4,7,-1,11,1,12,10,20720.23,19019.58,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/8/26,4604,215,2020,8,26,3.0,28.4,5,8,13,-3,3,4,7,-1,20720.23,19753.74,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/8/27,4591,230,2020,8,27,2.5,28.4,8,7,15,1,5,8,13,-3,20720.23,21138.49,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/9/8,4721,143,2020,9,8,0.0,27.7,2,0,2,2,8,7,15,1,20473.55,17143.54,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/9/9,4747,189,2020,9,9,0.5,27.3,13,5,18,8,2,0,2,2,20473.55,18510.93,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/9/10,4675,212,2020,9,10,0.0,26.1,4,12,16,-8,13,5,18,8,20473.55,17777.52,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/9/15,4604,158,2020,9,15,0.0,23.0,4,3,7,1,4,12,16,-8,20473.55,21160.21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/9/16,4615,180,2020,9,16,2.5,22.6,3,1,4,2,4,3,7,1,20473.55,20196.04,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/9/17,4621,179,2020,9,17,0.0,23.9,1,8,9,-7,3,1,4,2,20473.55,20806.97,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
