年月日,観客数,試合時間,年,月,日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),月別平均観客数,日別平均観客数,勝敗_○,勝敗_●,直前試合の勝敗_○,直前試合の勝敗_●,対戦相手_オリックス,対戦相手_ソフトバンク,対戦相手_ヤクルト,対戦相手_ロッテ,対戦相手_中日,対戦相手_巨人,対戦相手_広島,対戦相手_日本ハム,対戦相手_楽天,対戦相手_阪神,先発投手_今井,先発投手_十亀,先発投手_多和田,先発投手_岸,先発投手_帆足,先発投手_涌井,先発投手_牧田,先発投手_石井一,先発投手_菊池,先発投手_西口,先発投手_野上,球場_大宮,球場_新潟,球場_東京ドーム,球場_皇子山,球場_県営大宮,球場_西武ドーム,球場_那覇,曜日_日,曜日_月,曜日_木,曜日_水,曜日_火,曜日_金
2017/6/10,32627,188,2017,6,10,0.0,23.0,6,2,8,4,3,4,7,-1,22359.4,17777.52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/6/11,32142,141,2017,6,11,0.5,20.2,1,0,1,1,6,2,8,4,22359.4,21121.18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/6/28,14604,245,2017,6,28,5.5,22.2,3,4,7,-1,1,0,1,1,22359.4,20998.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017/6/30,23429,190,2017,6,30,4.5,22.6,0,3,3,-3,3,4,7,-1,22359.4,21898.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2017/7/1,30065,163,2017,7,1,6.0,22.3,2,4,6,-2,0,3,3,-3,19106.44,22001.45,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/7/2,30149,180,2017,7,2,2.0,24.7,3,6,9,-3,2,4,6,-2,19106.44,20570.03,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/7/10,13967,173,2017,7,10,0.0,26.7,5,3,8,2,3,6,9,-3,19106.44,17777.52,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2017/7/11,14047,188,2017,7,11,0.0,27.0,16,6,22,10,5,3,8,2,19106.44,21121.18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/7/12,15370,181,2017,7,12,0.0,28.2,6,3,9,3,16,6,22,10,19106.44,20345.97,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/7/21,22857,194,2017,7,21,0.0,27.9,8,5,13,3,6,3,9,3,19106.44,20805.45,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2017/7/22,32724,166,2017,7,22,0.0,27.9,4,0,4,4,8,5,13,3,19106.44,19673.16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/7/23,32590,214,2017,7,23,0.0,26.2,9,2,11,7,4,0,4,4,19106.44,21263.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/7/25,14386,177,2017,7,25,42.0,27.6,7,2,9,5,9,2,11,7,19106.44,19019.58,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/7/26,15304,171,2017,7,26,14.5,23.9,6,2,8,4,7,2,9,5,19106.44,19753.74,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/7/27,16151,176,2017,7,27,0.0,24.0,2,0,2,2,6,2,8,4,19106.44,21138.49,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017/8/1,17865,175,2017,8,1,8.5,25.3,8,0,8,8,2,0,2,2,20720.23,22001.45,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/8/2,19611,162,2017,8,2,0.5,21.8,7,4,11,3,8,0,8,8,20720.23,20570.03,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/8/3,20355,180,2017,8,3,0.0,23.4,8,1,9,7,7,4,11,3,20720.23,21970.81,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017/8/4,26590,220,2017,8,4,0.0,24.7,8,4,12,4,8,1,9,7,20720.23,22697.37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2017/8/5,32579,256,2017,8,5,0.0,27.3,7,8,15,-1,8,4,12,4,20720.23,23356.53,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/8/6,30588,163,2017,8,6,0.0,28.1,6,1,7,5,7,8,15,-1,20720.23,19710.77,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/8/15,28772,220,2017,8,15,34.5,22.3,17,8,25,9,6,1,7,5,20720.23,21160.21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/8/16,26154,160,2017,8,16,28.0,20.8,5,0,5,5,17,8,25,9,20720.23,20196.04,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/8/17,25948,174,2017,8,17,1.0,23.6,3,0,3,3,5,0,5,5,20720.23,20806.97,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017/8/25,17436,159,2017,8,25,0.0,27.7,8,0,8,8,3,0,3,3,20720.23,19019.58,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2017/8/26,31503,181,2017,8,26,0.0,26.9,0,9,9,-9,8,0,8,8,20720.23,19753.74,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/8/27,25724,229,2017,8,27,0.0,25.1,9,10,19,-1,0,9,9,-9,20720.23,21138.49,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/9/5,13739,182,2017,9,5,0.0,23.0,5,2,7,3,9,10,19,-1,20473.55,23356.53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/9/6,13086,207,2017,9,6,6.0,20.9,7,8,15,-1,5,2,7,3,20473.55,19710.77,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/9/7,13158,145,2017,9,7,0.5,21.5,3,0,3,3,7,8,15,-1,20473.55,18786.29,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017/9/8,26450,168,2017,9,8,0.0,23.5,2,9,11,-7,3,0,3,3,20473.55,17143.54,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2017/9/9,30439,160,2017,9,9,0.0,23.4,0,1,1,-1,2,9,11,-7,20473.55,18510.93,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/9/10,30663,191,2017,9,10,0.0,24.2,8,7,15,1,0,1,1,-1,20473.55,17777.52,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/9/16,30608,199,2017,9,16,10.5,19.0,3,7,10,-4,8,7,15,1,20473.55,20196.04,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/9/17,28033,238,2017,9,17,50.5,17.8,3,2,5,1,3,7,10,-4,20473.55,20806.97,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/9/18,30996,264,2017,9,18,19.5,26.3,14,13,27,1,3,2,5,1,20473.55,19713.64,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2017/9/19,13265,183,2017,9,19,0.0,23.2,3,6,9,-3,14,13,27,1,20473.55,19628.91,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/9/20,15727,153,2017,9,20,0.0,21.4,1,3,4,-2,3,6,9,-3,20473.55,20765.17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017/9/21,18986,183,2017,9,21,0.0,22.1,3,4,7,-1,1,3,4,-2,20473.55,20805.45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017/9/23,26402,132,2017,9,23,17.0,19.2,5,0,5,5,3,4,7,-1,20473.55,21263.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/9/24,26261,204,2017,9,24,0.0,21.1,8,5,13,3,5,0,5,5,20473.55,18457.52,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017/10/2,19631,206,2017,10,2,2.0,20.3,1,2,3,-1,8,5,13,3,16821.42,20570.03,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2017/10/3,21611,198,2017,10,3,0.0,21.6,10,3,13,7,1,2,3,-1,16821.42,21970.81,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017/10/5,27379,188,2017,10,5,0.0,15.3,6,8,14,-2,10,3,13,7,16821.42,23356.53,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/4/3,29925,175,2018,4,3,0.0,16.7,7,4,11,3,6,8,14,-2,17693.64,21970.81,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/4/4,19986,171,2018,4,4,0.0,19.0,2,1,3,1,7,4,11,3,17693.64,22697.37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/4/6,12879,167,2018,4,6,2.0,16.9,5,1,6,4,2,1,3,1,17693.64,19710.77,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/4/7,27675,166,2018,4,7,0.5,14.5,6,3,9,3,5,1,6,4,17693.64,18786.29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/4/8,31666,183,2018,4,8,0.0,9.7,7,4,11,3,6,3,9,3,17693.64,17143.54,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/4/17,44978,230,2018,4,17,3.5,10.9,2,7,9,-5,7,4,11,3,17693.64,20806.97,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018/4/18,12975,227,2018,4,18,15.0,12.3,9,8,17,1,2,7,9,-5,17693.64,19713.64,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/4/20,14799,196,2018,4,20,0.0,17.5,9,8,17,1,9,8,17,1,17693.64,20765.17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/4/21,27512,187,2018,4,21,0.0,17.8,9,3,12,6,9,8,17,1,17693.64,20805.45,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/4/22,27722,189,2018,4,22,0.0,19.7,11,5,16,6,9,3,12,6,17693.64,19673.16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/4/28,27874,180,2018,4,28,0.0,18.8,7,3,10,4,11,5,16,6,17693.64,20998.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/4/29,32741,196,2018,4,29,0.0,18.7,16,4,20,12,7,3,10,4,17693.64,22562.68,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/4/30,32243,155,2018,4,30,0.0,19.4,5,2,7,3,16,4,20,12,17693.64,21898.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2018/5/8,17422,224,2018,5,8,13.0,12.0,0,5,5,-5,5,2,7,3,22741.88,17143.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018/5/9,17381,151,2018,5,9,25.5,11.4,0,3,3,-3,0,5,5,-5,22741.88,18510.93,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/5/11,16419,177,2018,5,11,0.0,15.2,3,12,15,-9,0,3,3,-3,22741.88,21121.18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/5/12,32521,189,2018,5,12,0.0,18.3,2,11,13,-9,3,12,15,-9,22741.88,20345.97,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/5/13,28731,158,2018,5,13,36.0,16.0,6,0,6,6,2,11,13,-9,22741.88,19970.56,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/5/25,21140,211,2018,5,25,0.0,21.0,5,8,13,-3,6,0,6,6,22741.88,19019.58,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/5/26,31142,263,2018,5,26,0.0,21.0,5,6,11,-1,5,8,13,-3,22741.88,19753.74,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/5/27,32357,224,2018,5,27,0.0,20.7,8,10,18,-2,5,6,11,-1,22741.88,21138.49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/6/1,28261,179,2018,6,1,0.5,20.9,2,0,2,2,8,10,18,-2,22359.4,22001.45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/6/2,32850,227,2018,6,2,0.0,21.4,5,10,15,-5,2,0,2,2,22359.4,20570.03,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/6/3,31571,191,2018,6,3,0.0,22.1,10,5,15,5,5,10,15,-5,22359.4,21970.81,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/6/12,17088,165,2018,6,12,3.5,20.1,1,3,4,-2,10,5,15,5,22359.4,20345.97,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018/6/13,22989,211,2018,6,13,0.0,21.1,7,4,11,3,1,3,4,-2,22359.4,19970.56,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/6/14,18559,191,2018,6,14,0.0,20.0,4,6,10,-2,7,4,11,3,22359.4,20046.41,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/6/15,21062,216,2018,6,15,3.5,16.5,3,2,5,1,4,6,10,-2,22359.4,21160.21,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/6/16,31191,189,2018,6,16,1.5,14.8,9,2,11,7,3,2,5,1,22359.4,20196.04,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/6/17,31382,182,2018,6,17,0.0,17.2,3,11,14,-8,9,2,11,7,22359.4,20806.97,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/6/26,10654,172,2018,6,26,0.0,25.0,2,4,6,-2,3,11,14,-8,22359.4,19753.74,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/6/27,17390,277,2018,6,27,0.0,27.4,3,3,6,0,2,4,6,-2,22359.4,21138.49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/6/28,10697,212,2018,6,28,0.0,27.0,14,11,25,3,3,3,6,0,22359.4,20998.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/6/29,19127,205,2018,6,29,0.0,28.2,1,15,16,-14,14,11,25,3,22359.4,22562.68,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/6/30,32037,196,2018,6,30,0.0,28.4,1,9,10,-8,1,15,16,-14,22359.4,21898.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/7/1,30351,234,2018,7,1,0.0,27.4,8,7,15,1,1,9,10,-8,19106.44,22001.45,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/7/9,14992,211,2018,7,9,0.0,26.7,11,5,16,6,8,7,15,1,19106.44,18510.93,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2018/7/10,12490,180,2018,7,10,0.0,27.5,5,7,12,-2,11,5,16,6,19106.44,17777.52,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/7/11,17507,211,2018,7,11,0.0,28.1,8,4,12,4,5,7,12,-2,19106.44,21121.18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/7/20,31877,179,2018,7,20,0.0,29.5,2,7,9,-5,8,4,12,4,19106.44,20765.17,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/7/21,31389,215,2018,7,21,0.0,30.1,7,9,16,-2,2,7,9,-5,19106.44,20805.45,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/7/22,31686,176,2018,7,22,0.0,30.8,6,3,9,3,7,9,16,-2,19106.44,19673.16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/7/24,15990,163,2018,7,24,0.0,29.9,7,1,8,6,6,3,9,3,19106.44,18457.52,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/7/25,21291,233,2018,7,25,0.0,28.8,6,5,11,1,7,1,8,6,19106.44,19019.58,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/7/26,18039,186,2018,7,26,0.0,26.2,2,1,3,1,6,5,11,1,19106.44,19753.74,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/7/31,20602,162,2018,7,31,0.0,28.3,7,4,11,3,2,1,3,1,19106.44,21679.45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/8/1,20463,186,2018,8,1,0.0,30.0,6,14,20,-8,7,4,11,3,20720.23,22001.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/8/2,21357,188,2018,8,2,0.0,30.3,10,2,12,8,6,14,20,-8,20720.23,20570.03,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/8/3,21904,203,2018,8,3,9.5,30.1,4,3,7,1,10,2,12,8,20720.23,21970.81,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/8/4,31721,229,2018,8,4,0.0,29.0,3,6,9,-3,4,3,7,1,20720.23,22697.37,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/8/5,26605,192,2018,8,5,0.0,30.2,7,4,11,3,3,6,9,-3,20720.23,23356.53,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/8/14,27628,190,2018,8,14,0.0,28.3,7,6,13,1,7,4,11,3,20720.23,20046.41,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018/8/15,23777,164,2018,8,15,0.0,29.0,3,4,7,-1,7,6,13,1,20720.23,21160.21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018/8/16,23985,250,2018,8,16,0.0,27.4,1,1,2,0,3,4,7,-1,20720.23,20196.04,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018/8/17,27049,189,2018,8,17,0.0,24.9,3,5,8,-2,1,1,2,0,20720.23,20806.97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018/8/18,30966,208,2018,8,18,0.0,21.9,7,6,13,1,3,5,8,-2,20720.23,19713.64,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/8/19,26505,214,2018,8,19,0.0,22.6,7,4,11,3,7,6,13,1,20720.23,19628.91,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018/8/28,15512,194,2018,8,28,0.5,25.2,6,5,11,1,7,4,11,3,20720.23,20998.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018/8/29,17323,198,2018,8,29,0.0,25.3,5,4,9,1,6,5,11,1,20720.23,22562.68,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2018/9/7,25612,220,2018,9,7,0.0,25.6,10,4,14,6,5,4,9,1,20473.55,18786.29,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
